,game_id,game_title,category,avg_time,min_ppl,max_ppl,age_min
92986,234828,Xi'an,['Ancient'],45.0,2,4,14
92999,234856,Charterstone: Recharge Pack,"['City Building', 'Economic', 'Expansion for Base-game', 'Medieval']",60.0,1,6,14
93008,234877,Sebastian Fitzek Safehouse,"['Card Game', 'Murder/Mystery', 'Real-time']",30,2,4,12
93024,234931,Star Wars: Destiny – Two-Player Game,"['Card Game', 'Dice', 'Expansion for Base-game', 'Movies / TV / Radio theme']",30,2,2,10
93027,234948,Prehistory,"['Civilization', 'Exploration', 'Prehistoric']",90.0,2,4,12
93051,235014,Sorcerer City,"['Fantasy', 'Real-time']",52.5,1,6,14
93123,235320,Neuroshima Hex! Iron Gang,"['Expansion for Base-game', 'Fighting', 'Science Fiction']",30,2,4,10
93132,235344,TOKYO METRO,"['Economic', 'Educational', 'Territory Building', 'Trains', 'Transportation', 'Travel']",75.0,1,5,7
93134,235360,TOKYO JUTAKU,"['Action / Dexterity', 'City Building', 'Environmental', 'Exploration', 'Party Game']",20.0,1,8,5
93138,235365,Doctor Who Fluxx,"['Card Game', 'Movies / TV / Radio theme']",17.5,2,6,8
93139,235375,Spirits of the Forest,['Abstract Strategy'],20,1,4,14
93156,235451,GROWL,"['Bluffing', 'Card Game', 'Deduction', 'Party Game']",12.5,4,10,10
93163,235465,Karuba: The Card Game,"['Adventure', 'Card Game', 'Puzzle']",12.5,2,6,8
93180,235488,Istanbul: The Dice Game,['Dice'],30.0,2,4,8
93189,235512,Loot Island,['Card Game'],45.0,2,5,10
93192,235520,Small World: Sky Islands,"['Civilization', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']",60.0,3,6,8
93201,235539,Android: Netrunner – Sovereign Sight,"['Card Game', 'Collectible Components', 'Expansion for Base-game']",45.0,2,2,14
93203,235542,Arkham Horror: The Card Game – A Phantom of Truth: Mythos Pack,"['Adventure', 'Card Game', 'Expansion for Base-game', 'Horror', 'Novel-based']",90.0,1,4,14
93205,235544,Specter Ops: Broken Covenant,"['Deduction', 'Miniatures', 'Science Fiction', 'Spies/Secret Agents']",90,2,5,14
93212,235555,Bios: Origins (Second Edition),"['Ancient', 'Environmental', 'Exploration', 'Prehistoric', 'Territory Building']",135.0,1,4,12
93227,235591,History of the World,"['Ancient', 'Civilization', 'Medieval', 'Renaissance', 'Wargame']",150.0,3,6,14
93234,235606,Star Wars: X-Wing Miniatures Game – Alpha-Class Star Wing Expansion Pack,['Expansion for Base-game'],45,2,2,14
93236,235608,Star Wars: X-Wing Miniatures Game – Phantom II Expansion Pack,['Expansion for Base-game'],45,2,2,14
93247,235627,Iquazú,['Fantasy'],50,2,4,10
93262,235655,Dragon's Breath,"['Action / Dexterity', ""Children's Game"", 'Fantasy']",17.5,2,4,5
93307,235739,Azul: Joker Tiles,"['Abstract Strategy', 'Expansion for Base-game', 'Puzzle']",37.5,2,4,8
93342,235802,Too Many Bones: Undertow,"['Adventure', 'Dice', 'Fantasy', 'Fighting']",120.0,1,2,12
93343,235803,Tash-Kalar: Arena of Legends – Etherweave,"['Abstract Strategy', 'Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",45.0,2,4,13
93354,235817,Space Explorers,"['Card Game', 'Economic', 'Space Exploration']",30.0,2,4,10
93397,235922,King of the Dice,"['Card Game', 'Dice', 'Fantasy']",25.0,2,5,8
93461,236191,London (Second Edition),"['Card Game', 'City Building']",75.0,2,4,14
93467,236206,"The 7th Continent: What Goes Up, Must Come Down","['Adventure', 'Card Game', 'Expansion for Base-game', 'Exploration']",502.5,1,4,14
93470,236217,Timebomb,"['Bluffing', 'Card Game', 'Party Game', 'Spies/Secret Agents']",15.5,4,8,10
93471,236239,"Tri-Pack: Battles of the American Revolution – Guilford, Saratoga, Brandywine","['Age of Reason', 'American Revolutionary War', 'Wargame']",210.0,2,2,12
93474,236248,Small Islands,"['Exploration', 'Nautical', 'Territory Building']",30,1,4,8
93496,236301,Living Planet,"['Economic', 'Environmental', 'Science Fiction']",75.0,2,4,14
93498,236304,Cerebria: The Card Game,"['Card Game', 'Fantasy']",22.5,2,5,14
93518,236365,TOKYO JIDOHANBAIKI,"['Abstract Strategy', 'Collectible Components', 'Miniatures', 'Party Game']",12.5,1,6,5
93550,236422,Sword & Sorcery: Hero Pack – Onamor the Necromancer/Summoner,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",120.0,1,5,12
93559,236457,Architects of the West Kingdom,"['City Building', 'Medieval']",70.0,1,5,12
93563,236461,The Game: Face to Face,"['Card Game', 'Number']",20,2,2,8
93572,236476,Ashes: The Masters of Gravity,['Expansion for Base-game'],30,2,4,14
93573,236477,Ashes: The Path of Assassins,['Expansion for Base-game'],30,2,4,14
93574,236478,Legend of the Five Rings: The Card Game – Tears of Amaterasu,"['Card Game', 'Collectible Components', 'Expansion for Base-game']",67.5,2,2,14
93591,236517,Gloom of Kilforth: Encounters Expansion Pack,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy']",120.0,1,4,13
93620,236667,Near and Far: Amber Mines,"['Expansion for Base-game', 'Exploration', 'Fantasy']",90.0,2,4,13
93635,236709,The Tea Dragon Society Card Game,"['Animals', 'Card Game', 'Novel-based']",45.0,2,4,10
93637,236733,Sword & Sorcery: Hero Pack – Victoria the Captain/Pirate,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",120.0,1,5,12
93653,236775,Massive Darkness: Black Plague Crossover Set,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",,,,
93654,236781,Cerebria: The Inside World – Origin Box,['Fantasy'],115.0,1,6,14
93658,236824,Raiders of the North Sea: The Mico Promo,"['Expansion for Base-game', 'Medieval']",70.0,2,4,12
93663,236854,The 7th Continent: Comfort Creatures,"['Adventure', 'Card Game', 'Expansion for Base-game', 'Exploration']",502.5,1,4,14
93686,236902,"A Feast for Odin: Lofoten, Orkney, and Tierra del Fuego","['Economic', 'Expansion for Base-game', 'Industry / Manufacturing', 'Medieval', 'Puzzle']",75.0,1,4,12
93706,236930,Eldritch Horror: Masks of Nyarlathotep,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']",180.0,1,8,14
93712,236940,Sagrada: Promo 4 – BoardGameGeek Window Pattern Card,"['Dice', 'Expansion for Base-game', 'Puzzle']",37.5,1,4,13
93730,237031,D100 Dungeon,"['Book', 'Dice', 'Fantasy', 'Print & Play']",47.5,1,1,10
93741,237087,DropMix,"['Card Game', 'Electronic', 'Music', 'Party Game', 'Real-time']",22.5,1,4,16
93762,237155,Merlin: Queenie 1 – Treasures of the Environs,"['Dice', 'Expansion for Base-game', 'Medieval']",75,2,4,14
93765,237163,Orléans: Neue Ortskarten N°5,"['Expansion for Base-game', 'Medieval']",90,2,4,14
93767,237167,Orléans: Promo Ortskarten N°1,"['Expansion for Base-game', 'Medieval']",90,2,4,14
93769,237174,"So Long, My World","['Bluffing', 'Card Game', 'Deduction', 'Horror']",35.0,1,5,16
93775,237182,Root,"['Animals', 'Fantasy', 'Wargame']",75.0,2,4,10
93780,237192,Star Wars: X-Wing Miniatures Game – TIE Silencer Expansion Pack,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Expansion for Base-game', 'Miniatures']",37.5,2,4,14
93786,237211,Valhalla,"['Card Game', 'Dice', 'Fighting', 'Medieval', 'Mythology']",45.0,1,6,13
93793,237226,Elder Sign: Omens of the Pharaoh,"['Dice', 'Expansion for Base-game', 'Horror']",90.0,1,8,12
93797,237234,Arkham Horror: The Card Game – The Pallid Mask: Mythos Pack,"['Adventure', 'Card Game', 'Expansion for Base-game', 'Horror', 'Novel-based']",90.0,1,4,14
93800,237251,Biosphere,[None],60.0,2,6,12
93860,237424,Arkham Horror: The Card Game – Jenny Barnes Promo Cards,"['Book', 'Collectible Components', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Novel-based']",90.0,1,2,14
93873,237497,The 7th Continent: The Flying Roots,"['Adventure', 'Card Game', 'Expansion for Base-game', 'Exploration']",502.5,1,4,12
93916,237663,Scythe: Promo Pack #14 – Encounter Card 42,['Expansion for Base-game'],112.5,1,7,14
93936,237713,Legend of the Five Rings: The Card Game – For Honor and Glory,"['Card Game', 'Collectible Components', 'Expansion for Base-game']",67.5,2,2,14
93937,237714,Legend of the Five Rings: The Card Game – Into the Forbidden City,"['Card Game', 'Collectible Components', 'Expansion for Base-game']",67.5,2,2,14
93939,237716,Legend of the Five Rings: The Card Game – The Chrysanthemum Throne,"['Card Game', 'Expansion for Base-game']",67.5,2,2,14
93940,237717,Legend of the Five Rings: The Card Game – Fate Has No Secrets,"['Card Game', 'Collectible Components', 'Expansion for Base-game']",67.5,2,2,14
93941,237718,Legend of the Five Rings: The Card Game – Meditations on the Ephemeral,"['Card Game', 'Collectible Components', 'Expansion for Base-game']",67.5,2,2,14
93947,237728,Ravine,"['Card Game', 'Party Game']",17.5,3,6,7
93948,237730,Android: Netrunner – Down the White Nile,"['Card Game', 'Collectible Components', 'Expansion for Base-game']",45.0,2,2,14
93953,237746,Star Wars: Destiny – Boba Fett Starter Set,"['Dice', 'Expansion for Base-game', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']",30,2,2,10
93954,237747,Star Wars: Destiny – Luke Skywalker Starter Set,"['Dice', 'Expansion for Base-game', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']",30,2,2,10
94007,237900,Detective: City of Angels – Bullets over Hollywood,"['Expansion for Base-game', 'Murder/Mystery']",90.0,1,5,14
94008,237901,Dice Hospital: Deluxe Add-Ons Box,"['Dice', 'Expansion for Base-game', 'Medical']",67.5,1,4,10
94043,238004,Stone Age: The Mammoth Herd,['Expansion for Base-game'],65.0,2,4,
94097,238164,The Faceless,"['Adventure', 'Horror', 'Miniatures']",37.5,2,4,14
94173,238388,Alien Artifacts: Discovery,['Expansion for Base-game'],75.0,2,5,10
94174,238389,Imperial Settlers: We Didn't Start The Fire,['Expansion for Base-game'],67.5,1,4,10
94175,238391,Robinson Crusoe: Adventures on the Cursed Island – Mystery Tales,"['Adventure', 'Expansion for Base-game', 'Horror']",90.0,1,4,14
94177,238393,Monolith Arena,"['Fantasy', 'Fighting']",37.5,2,4,10
94198,238470,Isle of Skye: From Chieftain to King – Tunnelplättchen,"['Economic', 'Expansion for Base-game', 'Territory Building']",40.0,2,5,8
94222,238541,Warhammer Underworlds: Shadespire – Sepulchral Guard,"['Expansion for Base-game', 'Miniatures']",30,2,2,12
94223,238542,Warhammer Underworlds: Shadespire – Ironskull's Boyz,"['Expansion for Base-game', 'Miniatures']",30,2,2,12
94224,238546,The Rise of Queensdale,"['Civilization', 'Medieval']",52.5,2,4,12
94236,238620,Great Western Trail: The Eleventh Building Tile,['Expansion for Base-game'],112.5,2,4,12
94237,238623,Dominion: Dismantle Promo Card,"['Card Game', 'Expansion for Base-game', 'Medieval']",30,2,4,13
94241,238638,Castell,['Sports'],75.0,2,4,12
94243,238656,Tiny Epic Defenders (Second Edition),"['Fantasy', 'Medieval']",45.0,1,4,14
94301,238889,Tales of the Northlands: The Sagas of Noggin the Nog,"['Adventure', 'Fantasy', 'Farming', 'Medieval', 'Novel-based']",135.0,1,4,8
94328,238982,Lords of Hellas: Lord of the Sun,"['Ancient', 'Civilization', 'Expansion for Base-game', 'Miniatures', 'Mythology', 'Science Fiction']",,1,4,
94329,238984,Lords of Hellas: City of Steel,"['Ancient', 'Civilization', 'Expansion for Base-game', 'Miniatures', 'Mythology']",,1,5,
94330,238985,Lords of Hellas: Leonidas,"['Expansion for Base-game', 'Miniatures']",,1,4,
94331,238986,Lords of Hellas: Atlas Overload,"['Ancient', 'Civilization', 'Expansion for Base-game', 'Miniatures', 'Mythology', 'Science Fiction']",150.0,1,4,
94344,239052,First Class: Module F – Storage and Factory,"['Card Game', 'Expansion for Base-game', 'Trains']",,1,4,
94388,239188,Chronicles of Crime,"['Adventure', 'Deduction', 'Murder/Mystery']",75.0,1,4,14
94416,239290,Too Many Bones: Gasket,"['Adventure', 'Dice', 'Expansion for Base-game', 'Fantasy']",90.0,1,4,
94417,239291,Too Many Bones: Age of Tyranny,"['Adventure', 'Dice', 'Expansion for Base-game', 'Fantasy']",,1,4,
94418,239292,Too Many Bones: 40 Days in Daelore,"['Adventure', 'Dice', 'Expansion for Base-game', 'Fantasy']",90.0,1,4,
94422,239307,Unlock! Secret Adventures,"['Card Game', 'Exploration', 'Puzzle', 'Real-time']",60,1,6,10
94426,239330,Arkham Horror: The Card Game – Black Stars Rise: Mythos Pack,"['Adventure', 'Card Game', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Novel-based']",90.0,1,2,14
94453,239464,Palm Island,"['Card Game', 'City Building']",15,1,2,10
94458,239469,Legendary: A Marvel Deck Building Game – Champions,"['Card Game', 'Expansion for Base-game']",45.0,1,5,14
94460,239472,Abomination: The Heir of Frankenstein,"['Horror', 'Novel-based', 'Science Fiction']",90.0,2,4,13
94555,239840,Micropolis,"['Animals', 'Territory Building']",30,2,6,8
94578,239941,Android: Netrunner – Council of the Crest,"['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']",45,2,2,14
94579,239942,Black Rose Wars,"['Bluffing', 'Card Game', 'Fantasy', 'Miniatures', 'Renaissance']",90,1,4,14
94584,239951,Gretchinz!,"['Card Game', 'Fantasy', 'Racing', 'Real-time']",20,2,4,8
94606,239997,Merlin: Queenie 2 – The King's Decree,['Expansion for Base-game'],75,2,4,14
94687,240196,Betrayal Legacy,"['Adventure', 'Exploration', 'Horror', 'Miniatures']",67.5,3,5,12
94696,240225,Roll to the Top!,['Dice'],20.0,2,5,9
94699,240243,Monster Lands: Heavy Weapons & 5th Player,"['Adventure', 'Card Game', 'Dice', 'Expansion for Base-game', 'Fantasy', 'Fighting']",90.0,1,5,12
94717,240271,Core Space,"['Miniatures', 'Science Fiction']",112.5,1,6,14
94793,240465,CIV: Carta Impera Victoria,"['Card Game', 'Civilization']",30.0,2,4,8
94810,240522,A Feast for Odin: New Special Tiles,"['Economic', 'Industry / Manufacturing', 'Medieval', 'Puzzle']",75.0,1,4,12
94815,240529,Microbrew,"['Economic', 'Print & Play', 'Puzzle']",52.5,2,2,14
94913,240744,Fire in the Library,['Card Game'],22.5,1,6,8
94932,240822,Troika,[None],20,2,5,7
94940,240843,Maiden's Quest,"['Card Game', 'Fantasy', 'Medieval']",20.0,1,5,14
94947,240855,Lockup: A Roll Player Tale,['Fantasy'],67.5,1,5,10
94951,240892,8Bit Box,"['Racing', 'Sports', 'Video Game Theme']",27.5,3,6,6
94960,240909,Kingdomino: Age of Giants,"['City Building', 'Expansion for Base-game', 'Fantasy', 'Medieval', 'Territory Building']",17.5,2,5,8
94975,240957,Judge Dredd: The Cursed Earth,"['Card Game', 'Comic Book / Strip']",40.0,1,4,14
94980,240963,This War of Mine: Farmers,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Mature / Adult', 'Video Game Theme']",82.5,1,6,
94981,240964,This War of Mine: Orphans,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Mature / Adult', 'Video Game Theme']",82.5,1,6,
94982,240965,This War of Mine: Sewers,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Mature / Adult', 'Video Game Theme']",82.5,1,6,
94983,240966,This War of Mine: Tactics,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Mature / Adult', 'Video Game Theme']",82.5,1,6,
94985,240976,Unstable Unicorns: NSFW Pack,"['Card Game', 'Expansion for Base-game', 'Mature / Adult', 'Party Game']",37.5,2,8,21
94986,240977,Unstable Unicorns: Apocalypse Expansion Pack,"['Expansion for Base-game', 'Party Game']",37.5,2,8,14
94989,240980,Blood on the Clocktower,"['Bluffing', 'Deduction', 'Horror', 'Murder/Mystery', 'Negotiation', 'Party Game']",75.0,5,20,13
95012,241025,Penny Papers Adventures: Skull Island,[None],20,1,99,8
95025,241106,Masque of the Red Death,"['Deduction', 'Novel-based']",75.0,4,7,14
95032,241122,Nemo's War (second edition): Nautilus Upgrades Expansion Pack,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Nautical', 'Novel-based']",90.0,1,4,13
95041,241164,Jurassic Snack,"['Abstract Strategy', 'Animals']",15,2,2,7
95064,241225,Smash Up: That '70s Expansion,['Card Game'],45,2,2,14
95072,241266,Little Town,"['City Building', 'Medieval']",45.0,2,4,10
95087,241334,Dwar7s Winter,"['Adventure', 'Fantasy', 'Miniatures']",37.5,1,4,13
95093,241386,Root: The Riverfolk Expansion,"['Animals', 'Expansion for Base-game', 'Fantasy', 'Wargame']",75.0,1,6,10
95104,241451,Aeon's End: Legacy,"['Card Game', 'Fantasy', 'Science Fiction']",67.5,1,4,14
95113,241491,Who Did It?,"['Animals', 'Card Game', ""Children's Game"", 'Memory']",15,3,6,6
95119,241497,Terraforming Mars: BGG User-Created Corporation Pack,"['Economic', 'Environmental', 'Expansion for Base-game', 'Industry / Manufacturing', 'Science Fiction', 'Territory Building']",120,1,5,12
95128,241533,Mansions of Madness: Second Edition – Sanctum of Twilight: Expansion,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting']",150.0,1,5,14
95140,241622,Arkham Horror: The Card Game – Norman Withers Promo Cards,"['Book', 'Collectible Components', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Novel-based']",90.0,1,2,14
95218,241827,Star Wars: Imperial Assault – Legends of the Alliance,"['Adventure', 'Electronic', 'Expansion for Base-game', 'Exploration', 'Fighting']",90.0,1,4,12
95222,241831,Reykholt,['Farming'],45.0,1,4,12
95242,241852,Museum: The Archaeologists,['Expansion for Base-game'],45.0,2,4,12
95245,241855,Museum: The World's Fair,['Expansion for Base-game'],45.0,2,4,12
95247,241857,Museum: The Cthulhu Relics,['Expansion for Base-game'],45.0,2,4,12
95303,241926,The Lord of the Rings: The Card Game – The Wilds of Rhovanion,"['Adventure', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",60,1,2,12
95309,241987,Dual Powers: Revolution 1917,"['Deduction', 'Political']",45.0,1,2,13
95310,241989,Small World: Power Pack 2,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']",60.0,2,5,8
95311,241991,Small World: Power Pack 1,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']",60.0,2,5,8
95353,242088,Arkham Horror: The Card Game – Dim Carcosa: Mythos Pack,"['Adventure', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Fantasy']",90.0,1,2,14
95385,242149,Vadoran Gardens,"['Card Game', 'City Building', 'Territory Building']",30.0,2,4,8
95423,242213,Downforce: Danger Circuit,['Racing'],30.0,2,6,8
95436,242237,Unstable Unicorns: Kickstarter Exclusive Cards,"['Expansion for Base-game', 'Party Game']",37.5,2,8,14
95448,242274,Mythic Battles: Pantheon – Thermopylae Battlefield,"['Ancient', 'Expansion for Base-game', 'Miniatures', 'Mythology', 'Wargame']",,2,4,
95450,242277,Scythe: The Rise of Fenris,"['Civilization', 'Economic', 'Expansion for Base-game', 'Fighting', 'Territory Building']",112.5,1,5,12
95460,242301,Mystic Vale: Conclave,"['Card Game', 'Expansion for Base-game', 'Fantasy']",52.5,5,6,14
95461,242302,Space Base,"['Dice', 'Science Fiction', 'Space Exploration']",60,2,5,14
95467,242309,Race for the Galaxy: New Worlds Promo,"['Card Game', 'Civilization', 'Economic', 'Expansion for Base-game', 'Science Fiction', 'Space Exploration']",60,1,5,12
95476,242343,Siege Storm,"['Card Game', 'Fantasy']",22.5,1,2,10
95500,242410,Museum: The Black Market,['Expansion for Base-game'],45.0,2,5,12
95501,242411,Museum: The People's Choice,['Expansion for Base-game'],45.0,2,5,12
95543,242569,Penny Papers Adventures: The Valley of Wiraqocha,"['Dice', 'Number']",20,1,99,9
95544,242574,Century: Eastern Wonders,['Nautical'],37.5,2,4,8
95558,242639,Treasure Island,"['Bluffing', 'Deduction', 'Exploration', 'Novel-based', 'Pirates']",45,2,5,10
95561,242653,Mysthea,"['Adventure', 'Exploration', 'Fantasy', 'Miniatures']",90,2,5,14
95564,242667,Dark Souls: The Card Game,"['Card Game', 'Fantasy', 'Medieval', 'Video Game Theme']",52.5,1,4,12
95567,242684,Reavers of Midgard,[None],82.5,2,4,
95583,242722,Here I Stand (500th Anniversary Reprint Edition),"['Negotiation', 'Political', 'Religious', 'Renaissance', 'Wargame']",270.0,2,6,14
95588,242740,Magic Maze Kids,"[""Children's Game"", 'Fantasy', 'Maze', 'Real-time']",20.0,2,4,5
95604,242804,Lowlands,['Farming'],75.0,2,4,12
95645,242993,Mythic Battles: Pantheon – Atlas,"['Ancient', 'Card Game', 'Dice', 'Expansion for Base-game', 'Fighting', 'Miniatures']",,1,4,
95713,243268,Tao Long: The Way of the Dragon – The Tiger and the Phoenix,['Abstract Strategy'],20,2,4,14
95737,243358,Space Park,"['Science Fiction', 'Space Exploration']",25.0,1,4,14
95749,243430,Krass Kariert,['Card Game'],30,3,5,10
95779,243566,Unstable Unicorns: Rainbow Apocalypse Expansion Pack,"['Card Game', 'Expansion for Base-game', 'Party Game']",37.5,2,8,14
95780,243567,Unstable Unicorns: Dragons Expansion Pack,"['Card Game', 'Expansion for Base-game', 'Party Game']",37.5,2,8,14
95820,243696,Race to the New Found Land,"['Exploration', 'Racing']",75.0,2,4,10
95838,243759,Hellboy: The Board Game,"['Adventure', 'Comic Book / Strip', 'Exploration', 'Fighting', 'Miniatures']",75.0,1,4,14
95849,243797,Mezo,"['Miniatures', 'Mythology']",105.0,2,4,14
95874,243993,La Stanza,['Renaissance'],75.0,2,4,10
95892,244049,Forum Trajanum,"['City Building', 'Territory Building']",90.0,2,4,12
95903,244078,Memoir '44: Through Jungle and Desert,"['Expansion for Base-game', 'Wargame', 'World War II']",45.0,2,8,8
95915,244099,Herbaceous Sprouts,['Dice'],30,1,4,8
95920,244115,Shards of Infinity,"['Card Game', 'Fantasy', 'Science Fiction']",30,2,4,10
95926,244141,Symphony No.9,"['Age of Reason', 'Music']",60.0,2,4,14
95928,244145,Arkham Horror: The Card Game – Return to the Night of the Zealot,"['Adventure', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Fantasy']",90.0,1,2,14
95934,244153,Your Town,"['American West', 'Book', 'Comic Book / Strip']",,1,1,10
95945,244169,Tears of a Goddess,"['Book', 'Comic Book / Strip']",80.0,1,1,10
95946,244170,Loup Garou,"['Book', 'Comic Book / Strip']",80.0,1,1,10
95947,244171,Sherlock Holmes: Four Investigations,"['Book', 'Comic Book / Strip', 'Murder/Mystery', 'Novel-based']",60,1,1,10
95957,244191,Nagaraja,"['Adventure', 'Bluffing', 'Exploration', 'Maze']",30,2,2,9
95967,244212,Railroad Rivals,['Trains'],45.0,1,5,8
95978,244228,Reef,"['Abstract Strategy', 'Animals']",37.5,2,4,8
95989,244262,Sagrada: 5 & 6 Player Expansion,"['Dice', 'Expansion for Base-game', 'Puzzle']",30.0,5,6,14
95994,244271,Dice Throne: Season Two – Battle Chest,"['Card Game', 'Dice', 'Fantasy', 'Fighting']",30.0,2,6,8
95995,244274,The Crusoe Crew,['Book'],45,1,4,7
96015,244330,Scarabya,['Puzzle'],17.5,1,4,8
96016,244331,Blue Lagoon,['Abstract Strategy'],37.5,2,4,8
96024,244358,Trickerion: Dahlgaard's Academy,['Expansion for Base-game'],120.0,1,4,14
96027,244367,Valeria: Card Kingdoms – Shadowvale,"['Card Game', 'Dice', 'Expansion for Base-game', 'Fantasy']",37.5,1,5,13
96057,244500,Unfair Expansion: Alien B-movie Dinosaur Western,"['Card Game', 'City Building', 'Economic', 'Expansion for Base-game']",87.5,2,5,14
96060,244505,Pikoko,['Card Game'],30,3,5,10
96064,244513,ICECOOL2,"['Action / Dexterity', 'Animals', ""Children's Game""]",30,2,4,6
96066,244521,The Quacks of Quedlinburg,['Medieval'],45,2,4,10
96067,244522,That's Pretty Clever,['Dice'],30,1,4,8
96078,244536,Tiny Epic Zombies,"['Horror', 'Zombies']",37.5,1,5,14
96079,244564,Xia: Missions and Powers,"['Card Game', 'Dice', 'Economic', 'Expansion for Base-game', 'Exploration']",,1,5,
96113,244654,Wildlands,"['Fantasy', 'Fighting', 'Miniatures']",45.0,2,4,14
96124,244711,Newton,"['Age of Reason', 'Travel']",90,1,4,14
96129,244733,Sword & Sorcery: Arcane Portal,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",75.0,1,5,12
96130,244734,Escape the Dark Castle: Adventure Pack 1 – Cult of the Death Knight,"['Adventure', 'Card Game', 'Dice', 'Expansion for Base-game', 'Fantasy', 'Horror']",32.5,1,4,14
96134,244769,HEXplore It: The Forests of Adrimon,"['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Farming']",120.0,1,7,12
96138,244794,Mercado,[None],30,2,4,10
96154,244838,Maximum Apocalypse: Kaiju Rising,['Expansion for Base-game'],45.0,1,6,13
96155,244841,Maximum Apocalypse: Gothic Horrors,['Expansion for Base-game'],67.5,1,6,13
96188,244916,Drop It,['Action / Dexterity'],30,2,4,8
96189,244918,Exit: The Game – The Mysterious Museum,['Deduction'],67.5,1,4,10
96195,244935,"Western Legends: The Good, the Bad, and the Handsome","['American West', 'Expansion for Base-game']",75.0,2,6,14
96196,244936,Western Legends: Fistful of Extras,"['American West', 'Expansion for Base-game']",75.0,2,6,14
96201,244946,Brook City,"['Adventure', 'Miniatures', 'Murder/Mystery']",82.5,1,4,13
96215,244992,The Mind,"['Card Game', 'Deduction', 'Number']",15,2,4,8
96217,244995,Illusion,['Card Game'],15,2,5,8
96230,245045,Deckscape: Heist in Venice,"['Card Game', 'Puzzle', 'Real-time']",60.0,1,6,12
96241,245065,Fields of Green: Grand Fair,"['Card Game', 'City Building', 'Expansion for Base-game', 'Farming']",45,1,5,12
96262,245169,Keyflower: Boat 7,"['City Building', 'Economic', 'Expansion for Base-game', 'Medieval', 'Nautical']",90.0,2,6,14
96263,245170,Keyflower: Sorcerer,"['City Building', 'Economic', 'Expansion for Base-game', 'Fantasy', 'Medieval']",90.0,2,6,14
96266,245197,Deadwood 1876,"['American West', 'Bluffing', 'Deduction', 'Dice', 'Party Game']",30.0,2,9,13
96272,245214,Saboteur: The Lost Mines,"['Card Game', 'Deduction', 'Maze']",45.0,3,9,10
96316,245271,Forbidden Sky,"['Electronic', 'Science Fiction']",60,2,5,10
96334,245339,Android: Netrunner – Whispers in Nalubaale,"['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']",45.0,2,2,14
96340,245351,Android: Netrunner – The Devil and the Dragon,"['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']",45.0,2,2,14
96341,245352,Unlock! A Noside Story,"['Card Game', 'Exploration', 'Puzzle', 'Real-time']",60,1,6,10
96342,245353,Unlock! Tombstone Express,"['American West', 'Card Game', 'Deduction', 'Exploration', 'Puzzle']",60,1,6,10
96343,245354,Unlock! The Adventurers of Oz,"['Card Game', 'Exploration', 'Puzzle', 'Real-time']",60,1,6,10
96346,245357,Starship Samurai,['Science Fiction'],75,2,4,14
96352,245377,Clank!: The Mummy's Curse,"['Adventure', 'Expansion for Base-game', 'Fantasy']",45.0,2,4,12
96366,245422,Werewords Deluxe Edition,"['Deduction', 'Party Game', 'Word Game']",10,2,20,8
96369,245431,Jurassic Park: Danger! Adventure Strategy Game,['Movies / TV / Radio theme'],50,2,5,10
96370,245444,Holding On: The Troubled Life of Billy Kerr,"['Card Game', 'Medical', 'Memory', 'Murder/Mystery', 'Puzzle']",52.5,2,4,14
